,Job_Title,Salary,Company_Name,Location,Category,Subcategory,Skills,Links
411,"Creative Data Entry and Admin Clerk, $30/HOUR",49000.0,Jobperks Ltd,Southern Suburbs Brisbane QLD,Administration & Office Support,Data Entry,"['COMMUNICATION', 'DATABASE MANAGEMENT', 'ENTRY LEVEL', 'MICROSOFT EXCEL', 'MICROSOFT POWERPOINT', 'MICROSOFT WORD', 'OFFICE MANAGER', 'OFFICE ORGANIZATION', 'OFFICE SUPPLIES', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/creative-data-entry-and-admin-clerk-30hour/4064de98-13b7-4352-ae62-ae91cf18ed31
412,Business Analyst/Data Analyst- ICT,100500.0,Paxus,Sydney NSW 2000,Information Technology (IT),Business/Systems Analysts (IT),"['BUSINESS ANALYSIS', 'BUSINESS REQUIREMENTS', 'CRM', 'DATA ANALYST', 'DATA CLEANSING', 'ESRI', 'JIRA', 'MICROSOFT PROJECT', 'MICROSOFT WORD', 'PROJECT MANAGEMENT', 'TIME MANAGEMENT', 'USER STORIES']",https://www.careerone.com.au/jobview/business-analystdata-analyst-ict/5895a1ba-313b-450f-8521-e6a33d787aeb
413,"Weekend Data Entry and Office Assistant, $30/HR",49000.0,Youthskills,Hobart TAS,Administration & Office Support,Data Entry,"['ADMINISTRATIVE SUPPORT', 'CLERICAL', 'COMMUNICATION', 'MICROSOFT OFFICE', 'MICROSOFT POWERPOINT', 'MICROSOFT WORD', 'OFFICE ASSISTANT', 'ORDER PROCESSING', 'RECORDS MANAGEMENT']",https://www.careerone.com.au/jobview/weekend-data-entry-and-office-assistant-30hr/729a937a-d4e7-4f34-afd8-7b89fdb9bf72
414,Data Privacy Specialist,172500.0,Bluefin Resources,Melbourne CBD VIC,Information Technology (IT),IT Management & Senior Leadership,"['DATA GOVERNANCE', 'DATA PROTECTION', 'MANAGEMENT', 'PROJECT MANAGEMENT']",https://www.careerone.com.au/jobview/data-privacy-specialist/2ccd9fc3-07ce-4144-b958-e7071af7135a
415,Senior Consultant - Data Assurance,85500.0,PwC Australia,Southbank VIC 3006,"Banking, Superannuation & Finance",Analyst (Banking & Finance),"['BUSINESS INSIGHTS', 'PROBLEM SOLVER', 'RECONCILIATION']",https://www.careerone.com.au/jobview/senior-consultant-data-assurance/42361b7a-5629-4c7b-9388-c86fd0a9b0de
416,"$28/HOUR, Wanted Data Entry and Office Clerk",44500.0,Datamark Inc,Adelaide CBD SA,Administration & Office Support,Data Entry,"['ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'OFFICE CLERK', 'TYPING']",https://www.careerone.com.au/jobview/28hour-wanted-data-entry-and-office-clerk/22fc7562-1d5c-4c16-a968-43546b4e20a9
417,"Data Integration Development Specialist - AWS Glue, Azure Integration Services",115000.0,Fusion Professionals,Sydney NSW 2000,Information Technology (IT),Developers/Programmers,"['API', 'AWS', 'BUSINESS INTELLIGENCE', 'COMMUNICATION', 'DATASTAGE', 'DEPLOYMENT', 'DIMENSIONAL DATA', 'ETL', 'INFORMATICA', 'J2EE', 'JSON', 'MAC', 'MACHINE LEARNING', 'MS SQL SERVER', 'PERFORCE', 'SUBVERSION', 'SYSTEM INTEGRATION', 'TABLEAU SOFTWARE', 'TRANSLATING', 'VERSION CONTROL', 'WEB SERVICES', 'WRITTEN AND VERBAL', 'XML']",https://www.careerone.com.au/jobview/data-integration-development-specialist-aws-glue-azure-integration-services/274b711c-742b-4c30-8e1f-a669b9bfde07
418,Business Development Manager - Business Info/Marketing Data,150000.0,RedDot Recruitment,Sydney CBD NSW,Sales,New Business Development,"['ARTICULATE', 'BUSINESS DEVELOPMENT', 'BUSINESS SALES', 'SALES', 'SALES MANAGEMENT']",https://www.careerone.com.au/jobview/business-development-manager-business-infomarketing-data/5b3c0877-258b-47da-9c7f-18228485fd91
419,"Data Entry and Office Admin Clerk, Pay $28/HR",49000.0,Jobperks Ltd,Perth CBD & Inner Suburbs WA,Administration & Office Support,Data Entry,"['COMMUNICATION', 'DATABASE MANAGEMENT', 'ENTRY LEVEL', 'MICROSOFT EXCEL', 'MICROSOFT POWERPOINT', 'MICROSOFT WORD', 'OFFICE MANAGER', 'OFFICE ORGANIZATION', 'OFFICE SUPPLIES', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/data-entry-and-office-admin-clerk-pay-28hr/c865f9fc-ef7b-4c11-9d4d-5f3733f5c392
420,Senior Business Analyst (data migration) - 6 month contract,179500.0,Harvey Nash,Sydney NSW 2000,Information Technology (IT),Business/Systems Analysts (IT),"['BUSINESS ANALYSIS', 'DATA MIGRATION', 'ETL', 'TECHNICAL REQUIREMENTS', 'TRADING']",https://www.careerone.com.au/jobview/senior-business-analyst-data-migration-6-month-contract/a91d6693-a6e8-4097-96d5-710d437daa98
421,"Team Leader, Data Management (Ongoing Full Time)",118000.0,NSW Rural Fire Service,Sydney Olympic Park NSW 2127,"Government, Emergency Services & Defence",State Government,['LEADERSHIP SKILLS'],https://www.careerone.com.au/jobview/team-leader-data-management-ongoing-full-time/89b31177-3c39-4e6b-865f-ceb7255cfa8d
422,Accounts Payable / Data Entry - Temp 6 months,58240.0,elle belle recruitment,Hallam VIC 3803,Accounting,Accounts Payable,"['PAYMENTS', 'RECONCILIATION', 'TIME MANAGEMENT']",https://www.careerone.com.au/jobview/accounts-payable-data-entry-temp-6-months/ad1556a8-7132-40a8-91ca-f7cf3849e2e3
423,"Data Entry and Office Admin Clerk, $30/HOUR",48000.0,Stealthy Post,Adelaide CBD SA,Administration & Office Support,Data Entry,"['EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'OFFICE ADMINISTRATOR', 'SELF-STARTER', 'TEAM PLAYER']",https://www.careerone.com.au/jobview/data-entry-and-office-admin-clerk-30hour/ae3a7c69-004f-4d54-9a25-b9ea8713ee1b
424,Data Analyst,87500.0,Woolworths Ltd,Sydney CBD NSW,Information Technology (IT),Business/Systems Analysts (IT),"['DATA ANALYST', 'DATA ANALYTICS', 'DATA MINING', 'MICROSOFT EXCEL', 'MICROSOFT POWERPOINT', 'OUTSTANDING COMMUNICATION', 'PACKAGING', 'TEAM PLAYER', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/data-analyst/dcaea94a-bacf-4151-a78f-81ff31608d21
425,"General Admin and Data Entry Clerk, $30/HOUR",38500.0,Stealthy Post,Sydney CBD NSW,Administration & Office Support,Data Entry,"['EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'OFFICE ADMINISTRATOR', 'SELF-STARTER', 'TEAM PLAYER']",https://www.careerone.com.au/jobview/general-admin-and-data-entry-clerk-30hour/e2beea2c-f58d-47b6-bb2b-33abc4316bf3
426,BI / Data Visualization Engineer,100000.0,White Bay Search,North Ryde NSW 2113,Information Technology (IT),Business/Systems Analysts (IT),"['AMAZON KINESIS', 'AWS', 'BUSINESS INTELLIGENCE', 'DATA ANALYTICS', 'DATA VISUALIZATION', 'DATA WAREHOUSE ARCHITECTURE', 'EMR', 'ETL', 'HADOOP HIVE', 'LINUX', 'MAC', 'NOSQL', 'SQL', 'TRANSLATING', 'VISUALIZATION']",https://www.careerone.com.au/jobview/bi-data-visualization-engineer/c2728238-7ad7-4e4e-88a3-aae1987d2a8e
427,Privacy and Data Protection Specialist,111000.0,PwC Australia,Southbank VIC 3006,"Banking, Superannuation & Finance","Compliance, Risk Management & Fraud Investigation","['PROBLEM SOLVER', 'RECONCILIATION', 'TRADING']",https://www.careerone.com.au/jobview/privacy-and-data-protection-specialist/e9b80000-0103-4eff-8865-7973b4deb423
428,"Office Admin and Data Entry Clerk, $30/HOUR",49000.0,Jobperks Ltd,Hobart TAS,Administration & Office Support,Data Entry,"['COMMUNICATION', 'DATABASE MANAGEMENT', 'ENTRY LEVEL', 'MICROSOFT EXCEL', 'MICROSOFT POWERPOINT', 'MICROSOFT WORD', 'OFFICE MANAGER', 'OFFICE ORGANIZATION', 'OFFICE SUPPLIES', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/office-admin-and-data-entry-clerk-30hour/d779dd8e-6a59-4088-8037-22369ebef2e7
429,Scan Data Administrator,50500.0,Metcash,Macquarie Park NSW 2113,Administration & Office Support,Data Entry,"['ACCURATE DATA ENTRY', 'COMMUNICATION', 'MICROSOFT EXCEL', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/scan-data-administrator/dad97389-276a-4792-8117-2968f352efb9
430,"Hiring Admin and Data Entry Clerks, $30/PH",46500.0,Hire Network,Perth CBD & Inner Suburbs WA,Administration & Office Support,Data Entry,['COMMUNICATION'],https://www.careerone.com.au/jobview/hiring-admin-and-data-entry-clerks-30ph/d23086ab-32d7-4b51-b981-7998e831e4d4
431,Senior Data Analyst,105000.0,Computershare,Abbotsford VIC 3067,Information Technology (IT),Business/Systems Analysts (IT),"['BUSINESS INTELLIGENCE', 'DATA ANALYST', 'MARKETING ANALYSIS', 'MICROSOFT EXCEL', 'PIVOT TABLES', 'RELATIONAL DATABASE', 'REPORTING TOOLS', 'SQL QUERIES', 'STRONG COMMUNICATION SKILLS', 'TABLEAU SOFTWARE', 'VBA']",https://www.careerone.com.au/jobview/senior-data-analyst/e8420c3d-edf8-447f-88c2-95ba0cd936b0
432,"$30 Hour, General Office and Data Entry Clerks",43500.0,Datamark Inc,Hobart TAS,Administration & Office Support,Data Entry,"['ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'GENERAL OFFICE', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'TYPING']",https://www.careerone.com.au/jobview/30-hour-general-office-and-data-entry-clerks/b6fd84a3-3adc-45fe-8ad0-4474fbf27827
433,"General Office and Data Entry Clerk, $30/HOUR",49000.0,Jobperks Ltd,Melbourne VIC,Administration & Office Support,Data Entry,"['COMMUNICATION', 'DATABASE MANAGEMENT', 'ENTRY LEVEL', 'GENERAL OFFICE', 'MICROSOFT EXCEL', 'MICROSOFT POWERPOINT', 'MICROSOFT WORD', 'OFFICE MANAGER', 'OFFICE ORGANIZATION', 'OFFICE SUPPLIES', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/general-office-and-data-entry-clerk-30hour/b65040ce-ee63-4bf9-874e-a94476094131
434,Data Analyst,105000.0,ConnectingUs,Melbourne VIC,Information Technology (IT),Business/Systems Analysts (IT),"['DATA ANALYST', 'MS SQL SERVER', 'ORACLE', 'SQL QUERIES', 'STAKEHOLDER ENGAGEMENT', 'TABLEAU SOFTWARE']",https://www.careerone.com.au/jobview/data-analyst/eec26ee7-26fb-496a-87ef-dcdc6c411bd4
435,"$30/Hourly, Office and Data Entry Workers",46500.0,Datamark Inc,Southern Suburbs Brisbane QLD,Administration & Office Support,Data Entry,"['ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'TYPING']",https://www.careerone.com.au/jobview/30hourly-office-and-data-entry-workers/e5760982-b94e-4df7-ae8a-35aec9189f74
436,$30/HOUR - Admin and Data Entry Clerk Needed,43500.0,Datamark Inc,Sydney CBD NSW,Administration & Office Support,Data Entry,"['ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'TYPING']",https://www.careerone.com.au/jobview/30hour-admin-and-data-entry-clerk-needed/f9cf7344-a1fb-482d-9748-76cc331fea93
437,Data Analyst & Migration Consultant,88500.0,Paxus,Sydney CBD NSW,Information Technology (IT),Consultant,"['COTS', 'DATA ANALYST', 'DATA MIGRATION']",https://www.careerone.com.au/jobview/data-analyst-migration-consultant/f64f70ca-795b-4461-bf4f-4c4ae236ead0
438,Sr. Enterprise Account Exec- Data Science / ML -Sydney,175000.0,h2o.ai,Sydney CBD NSW,Information Technology (IT),IT Sales,"['AWS', 'BIG DATA ANALYTICS', 'DATA SCIENCE', 'MACHINE LEARNING', 'OPEN SOURCE', 'SALESFORCE', 'TEAM PLAYER', 'TELCO', 'TIME MANAGEMENT', 'TRANSLATING', 'USE CASES', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/sr-enterprise-account-exec-data-science-ml-sydney/e1c0ef47-79d5-4a29-b1ee-6b4dddda2b14
439,Junior Data Analyst,70500.0,Greythorn,Sydney NSW 2000,Information Technology (IT),Business/Systems Analysts (IT),"['BUSINESS REQUIREMENTS', 'COMMUNICATION', 'DATA ANALYST', 'DATA ANALYTICS', 'DATA COLLECTION', 'DATA QUALITY', 'ETL', 'OPERATIONS', 'TEAM PLAYER']",https://www.careerone.com.au/jobview/junior-data-analyst/d594d170-7408-4094-9e06-6caebb4d85b9
440,Data Engineering -Analytics and AI,122000.0,Qantas Airways Limited,Sydney CBD NSW,Information Technology (IT),Software Engineering,"['AWS', 'BUSINESS REQUIREMENTS', 'DATA WAREHOUSING', 'ETL']",https://www.careerone.com.au/jobview/data-engineering-analytics-and-ai/fe71f976-0070-4768-b8d4-84d5e6b0e5b4
441,Digital Customer Data Analyst,90000.0,Jetstar,Melbourne VIC,Marketing & Advertising,Market Research & Analysis,"['ADVERTISING', 'AUDIENCE SEGMENTATION', 'BUSINESS INTELLIGENCE', 'DATA MINING', 'DATA SCIENCE', 'MARKETING', 'MARKETING AUTOMATION', 'PRODUCT MANAGEMENT', 'USER RESEARCH']",https://www.careerone.com.au/jobview/digital-customer-data-analyst/ddba3189-461e-4ca0-8134-6aef1e152744
442,Junior Data Engineer,80000.0,Luxury Escapes,South Melbourne VIC 3205,Information Technology (IT),Developers/Programmers,"['BUSINESS INTELLIGENCE', 'DATA SOURCES', 'MICROSOFT EXCEL', 'SQL', 'TABLEAU SOFTWARE', 'WRITING EXPERIENCE']",https://www.careerone.com.au/jobview/junior-data-engineer/ef854c4d-1af3-4428-bfb5-ef970dec7c65
443,Melbourne Data Analytics Platform Manager,124500.0,University of Melbourne,Parkville VIC 3052,"Education, Training & Childcare",Management - Tertiary & Universities,"['COMMUNICATION', 'CONTINUOUS IMPROVEMENT', 'LEADERSHIP', 'MANAGEMENT', 'OPERATIONS', 'PROJECT MANAGEMENT', 'STAKEHOLDER ENGAGEMENT', 'TEACHING', 'TIME MANAGEMENT', 'TRAINING', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/melbourne-data-analytics-platform-manager/8c16b646-6fbc-437b-a9b2-5b545c9e894f
444,Senior Business Analyst | Data Migration | SQL| Trading| Software| Integration,204000.0,Silk Recruitment,Sydney NSW 2000,Information Technology (IT),Business/Systems Analysts (IT),"['DATA MIGRATION', 'ETL', 'SOFTWARE INTEGRATION', 'SQL', 'STRONG COMMUNICATION SKILLS', 'TRADING']",https://www.careerone.com.au/jobview/senior-business-analyst-data-migration-sql-trading-software-integration/72994035-c55c-49f5-a35f-a74456d8439a
445,Senior Data Scientist,126500.0,Queensland Rail,Southern Suburbs Brisbane QLD,"Science, Technology & Environment",Mathematical & Statistical Research,"['MARKETING ANALYSIS', 'PRESENTATION SKILLS']",https://www.careerone.com.au/jobview/senior-data-scientist/b1c10aed-d383-47fe-a532-e7557cd4b686
446,Data Technician - Temp to Perm - Edmonson Park,70000.0,INSELEC,Edmondson Park NSW 2174,Trades & Services,Electrician,[],https://www.careerone.com.au/jobview/data-technician-temp-to-perm-edmonson-park/9a7f4333-c437-475b-afbd-b32944e1b6f9
447,Senior Consultant - Data Migration and Analytics - Perth,100000.0,Deloitte,Perth CBD & Inner Suburbs WA,Information Technology (IT),Developers/Programmers,"['BUSINESS INTELLIGENCE', 'COMMUNICATION', 'DATA MIGRATION', 'DATA QUALITY', 'DATA TRANSFORMATION', 'DATA WAREHOUSING', 'ENTERPRISE APPLICATION', 'ETL', 'INFORMATICA', 'MICROSOFT WORD', 'MYSQL', 'TRADING']",https://www.careerone.com.au/jobview/senior-consultant-data-migration-and-analytics-perth/3c5f9161-2ee0-4200-a5f0-a4cb6cc13474
448,Data Analyst,91000.0,Sustainability Victoria,Melbourne VIC,Information Technology (IT),Business/Systems Analysts (IT),"['CONTINUOUS IMPROVEMENT', 'DATA ANALYST', 'TEAM LEAD']",https://www.careerone.com.au/jobview/data-analyst/11fbbe59-48a9-4064-89e4-4f329646880a
449,Senior Data Scientist,106500.0,State Government of WA,Perth CBD & Inner Suburbs WA,"Government, Emergency Services & Defence",State Government,"['ACROBAT', 'MICROSOFT WORD']",https://www.careerone.com.au/jobview/senior-data-scientist/13c7ffaf-8934-4a8e-81a9-e3bdb0f3f1ec
450,Senior Analyst - Investment Data,102000.0,Randstad,Sydney NSW 2000,"Banking, Superannuation & Finance",Funds Manager,['ASSET MANAGEMENT'],https://www.careerone.com.au/jobview/senior-analyst-investment-data/16f7fd60-ad37-4b97-b8d7-2ae09ef8cde0
451,Data Analyst - Supply Chain,110000.0,Sharp & Carter,Australia,Accounting,Business Analyst,"['CONTINUOUS IMPROVEMENT', 'SAP']",https://www.careerone.com.au/jobview/data-analyst-supply-chain/25acb7a7-0fa6-478a-accd-51dee7ec3dcb
452,Payroll Data Entry,55120.0,Robert Half,Melbourne VIC,Administration & Office Support,Data Entry,"['ADP', 'PAYROLL']",https://www.careerone.com.au/jobview/payroll-data-entry/0402281c-a49e-4530-b740-e40915a662d0
453,Enterprise Data Architect,195000.0,Ambition Australia,Southbank VIC 3006,Information Technology (IT),IT Management & Senior Leadership,"['BUSINESS REQUIREMENTS', 'DATA ARCHITECTURE', 'DATA MANAGEMENT', 'ENTERPRISE ARCHITECTURE', 'LEADERSHIP', 'MACHINE LEARNING', 'MANAGEMENT', 'REAL TIME']",https://www.careerone.com.au/jobview/enterprise-data-architect/8ec77b3c-c212-4e01-8833-5fc14004b9a9
454,Data and Planning Analyst,100000.0,Laminex AU,Doncaster VIC 3108,Executive Management & Consulting,Analyst (Executive Management & Consulting),"['ARTICULATE', 'PROPOSALS']",https://www.careerone.com.au/jobview/data-and-planning-analyst/9ba2ebf1-3e21-467e-94fe-65ec4a488d0e
455,Senior Data Analyst,88500.0,Australian Public Service (APS),Woden Valley Area ACT,Information Technology (IT),Business/Systems Analysts (IT),"['DATA ANALYST', 'DATA ANALYTICS', 'DATA SCIENCE', 'MARKETING ANALYSIS']",https://www.careerone.com.au/jobview/senior-data-analyst/c0bec552-a325-46e4-b61a-18ab7b265ade
456,Investment Data Analyst,80000.0,Profusion Group,Sydney NSW 2000,"Banking, Superannuation & Finance",Funds Manager,"['ACTUARIAL', 'BROKERAGE', 'BUSINESS INTELLIGENCE', 'OPERATIONS', 'QUANTITATIVE', 'STRONG COMMUNICATION SKILLS']",https://www.careerone.com.au/jobview/investment-data-analyst/49153202-f0c5-4cf5-8115-41c76a6a6267
457,Data Centre Facilities Manager,135000.0,Robert Half,Sydney CBD NSW,Information Technology (IT),IT Management & Senior Leadership,"['COST MANAGEMENT', 'DATA CENTER', 'EXCELLENT WRITING', 'ISO 27001', 'MANAGEMENT', 'OPERATIONS', 'PRESENTATION SKILLS', 'PROJECT MANAGEMENT', 'SERVICE LEVEL AGREEMENTS']",https://www.careerone.com.au/jobview/data-centre-facilities-manager/4847b0a1-2d27-41b2-8b5a-cf11db12918f
458,Java Developer - Big Data Solutions,134500.0,Peoplebank,Adelaide SA 5000,Information Technology (IT),Developers/Programmers,"['APACHE HADOOP OOZIE', 'COMMUNICATION', 'HADOOP', 'HBase', 'Hive', 'JAVA', 'JSF', 'KAFKA', 'LIFE CYCLE', 'SYSTEMS DEVELOPMENT', 'TECHNICAL DOCUMENTATION', 'WEB SERVICES', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/java-developer-big-data-solutions/d791fed9-21b5-44f9-b43e-9e1165010116
459,Data Engineer - Mid-level,120000.0,Sirius People,Australia,Information Technology (IT),Software Engineering,"['AWS', 'DATASETS', 'MACHINE LEARNING', 'MONGODB', 'MS SQL SERVER', 'POSTGRESQL', 'STRUCTURED SOFTWARE']",https://www.careerone.com.au/jobview/data-engineer-mid-level/e09022e8-9681-446c-8ff8-bc4a0cd4b440
460,Data Analyst,85500.0,Northern Territory Government,Darwin NT,Information Technology (IT),IT Management & Senior Leadership,"['DATA ANALYST', 'DATA COLLECTION', 'MANAGEMENT']",https://www.careerone.com.au/jobview/data-analyst/b86e6837-8e74-49e4-93eb-0391a13fb919
461,Analyst Regulatory and Risk Data,100000.0,Commonwealth Bank,Sydney NSW 2000,"Banking, Superannuation & Finance","Compliance, Risk Management & Fraud Investigation","['CREDIT', 'LENDING', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'RETAIL BANKING']",https://www.careerone.com.au/jobview/analyst-regulatory-and-risk-data/f95738f4-c6d9-48d3-a87b-1d53e2642b6c
462,Data Analyst,75500.0,Australian Public Service (APS),Acton ACT 2601,Information Technology (IT),Business/Systems Analysts (IT),"['DATA ANALYST', 'DATASETS', 'EXCELLENT WRITING', 'Serial Attached SCSI', 'SQL']",https://www.careerone.com.au/jobview/data-analyst/fcd4ff1f-8374-4ad7-b13f-c7174e60530b
463,Data Modeler / Data Analyst,115000.0,Ambition Australia,Southbank VIC 3006,Information Technology (IT),Business/Systems Analysts (IT),"['BUSINESS INTELLIGENCE', 'COMMUNICATION', 'DATA ANALYST', 'DATA WAREHOUSING', 'ETL', 'MARKETING ANALYSIS', 'Serial Attached SCSI', 'SQL', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/data-modeler-data-analyst/db2e7744-b369-4fe2-a287-cc74dd64cf67
464,Senior Analyst (Data Scientist),124500.0,Peoplebank,Melbourne VIC,Information Technology (IT),Developers/Programmers,"['ARTIFICIAL INTELLIGENCE', 'AWS', 'DATA ANALYST', 'DATA MANIPULATION', 'DATA SCIENCE', 'HADOOP', 'MACHINE LEARNING', 'MICROSOFT WORD', 'NOSQL', 'SQL', 'STATISTICAL ANALYSIS']",https://www.careerone.com.au/jobview/senior-analyst-data-scientist/323fff66-c4a4-4ace-a91f-8d27a9873444
465,"Office Assistant and Data Entry Clerk, $30/HOUR",51000.0,Bingzone Inc,Perth CBD & Inner Suburbs WA,Administration & Office Support,Data Entry,"['ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'OFFICE ASSISTANT', 'TYPING']",https://www.careerone.com.au/jobview/office-assistant-and-data-entry-clerk-30hour/10fd5e16-9bd1-4179-8fcc-20534eba7b3e
466,Project Manager - Data & BI,160000.0,Talenza,Sydney NSW 2000,Information Technology (IT),Project Manager (IT),"['BUSINESS INTELLIGENCE', 'DATA CLEANSING', 'DATA MIGRATION', 'MICROSOFT BUSINESS INTELLIGENCE', 'PMI/PMP', 'PMO', 'PROJECT MANAGEMENT', 'PROJECT PLANNING', 'STAKEHOLDER ENGAGEMENT']",https://www.careerone.com.au/jobview/project-manager-data-bi/1e52b5ee-d096-463b-a5c3-cca235f9bf8f
467,Junior DBA - Data migration project - 6 month contract,81500.0,AC3,Sydney CBD NSW,Information Technology (IT),Database Development & Admin,"['COMMUNICATION', 'DATA MAPPING', 'DATA MIGRATION', 'ERP', 'SQL', 'SQL QUERIES', 'TECHNICAL REQUIREMENTS']",https://www.careerone.com.au/jobview/junior-dba-data-migration-project-6-month-contract/278228c2-e973-4c40-bd23-0b05b9cac131
468,Director Data Collection and Reporting,134500.0,Northern Territory Government,Darwin NT,Information Technology (IT),Other (Information Technology (IT)),['DATA COLLECTION'],https://www.careerone.com.au/jobview/director-data-collection-and-reporting/196119df-2b58-4f25-8efb-ba0e374de2bd
469,Expressions of Interest - Senior Data Engineers - Big Data,128000.0,Commonwealth Bank,Sydney NSW 2000,Information Technology (IT),Developers/Programmers,"['CODING', 'HADOOP', 'Hive', 'JAVA', 'MAP REDUCE', 'SOFTWARE ENGINEERING', 'STRUCTURED SOFTWARE', 'TECHNICAL LEADERSHIP']",https://www.careerone.com.au/jobview/expressions-of-interest-senior-data-engineers-big-data/03699f62-bf18-4340-a5db-50ec9db08d76
470,"Staff Engineer - Cassandra, Big Data",100000.0,Commonwealth Bank,Sydney NSW 2000,Information Technology (IT),Software Engineering,"['APACHE', 'ASTERADATA', 'CODING', 'HADOOP', 'REAL TIME', 'SOFTWARE ENGINEERING']",https://www.careerone.com.au/jobview/staff-engineer-cassandra-big-data/039bacbc-35b5-4c4a-a43b-547b57cb20ff
471,Data Analyst - Genesys experience,97500.0,Paxus,Melbourne CBD VIC,Information Technology (IT),Database Development & Admin,"['ASTERADATA', 'DATA ANALYST', 'DATA ANALYTICS', 'DATA MART', 'DATA SOURCES', 'DATASETS', 'GENESYS', 'MARKETING ANALYSIS', 'PERFORMANCE TUNING', 'SQL', 'TECHNICAL ASSISTANCE', 'TECHNICAL LEADERSHIP', 'TECHNICAL SUPPORT']",https://www.careerone.com.au/jobview/data-analyst-genesys-experience/0722b2a2-b915-4345-87b6-c052c73c9b28
472,"Needed Data Entry and Admin Clerk, $30/HOUR",42500.0,Bingzone Inc,Adelaide CBD SA,Administration & Office Support,Data Entry,"['ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'TYPING']",https://www.careerone.com.au/jobview/needed-data-entry-and-admin-clerk-30hour/135427c3-c035-4a77-ab1d-85fa48666d16
473,"Analyst, Workforce Data & Reporting",91000.0,IAG Limited,Melbourne CBD VIC,Insurance,Other (Insurance),"['BUSINESS INTELLIGENCE', 'MICROSOFT EXCEL']",https://www.careerone.com.au/jobview/analyst-workforce-data-reporting/395c6625-6a30-44b9-8f1e-54fa0e89a4ab
474,Data Issue Management Consultant,120500.0,NAB,Melbourne VIC,Information Technology (IT),Business/Systems Analysts (IT),"['COMMUNICATION', 'DATA QUALITY', 'OPERATIONS', 'STAKEHOLDER ENGAGEMENT', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/data-issue-management-consultant/34134bf3-f972-4bd7-9797-afe9a51c2479
475,Executive Assistant - Excel Data Manipulation,80500.0,Veritas Recruitment,Melbourne VIC,Administration & Office Support,Personal (PA) & Executive Assistant (EA),"['COMMUNICATION', 'INCOMING MAIL', 'MAIL MERGE', 'MICROSOFT EXCEL', 'MICROSOFT OFFICE', 'MICROSOFT WORD']",https://www.careerone.com.au/jobview/executive-assistant-excel-data-manipulation/9867540c-6829-468e-a184-800844db2c33
