MEASURE,Measure,PROP_TYPE,Property type,ASGS_2011,Region,FREQUENCY,Frequency,TIME,Time,Value,Flag Codes,Flags
1,Index Number,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2017-Q1,Mar-17,122.5,,
1,Index Number,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2017-Q2,Jun-17,124.7,,
1,Index Number,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2017-Q3,Sep-17,129,,
1,Index Number,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2017-Q4,Dec-17,134,,
1,Index Number,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2018-Q1,Mar-18,139.8,,
1,Index Number,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2018-Q2,Jun-18,144,,
1,Index Number,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2018-Q3,Sep-18,145.8,,
1,Index Number,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2018-Q4,Dec-18,146.8,,
1,Index Number,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2019-Q1,Mar-19,146.2,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2009-Q1,Mar-09,86.3,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2009-Q2,Jun-09,89.4,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2009-Q3,Sep-09,92.7,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2009-Q4,Dec-09,97.8,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2010-Q1,Mar-10,100.1,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2010-Q2,Jun-10,102.1,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2010-Q3,Sep-10,100.9,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2010-Q4,Dec-10,101.7,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2011-Q1,Mar-11,101.3,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2011-Q2,Jun-11,101.4,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2011-Q3,Sep-11,100,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2011-Q4,Dec-11,98.7,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2012-Q1,Mar-12,100.8,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2012-Q2,Jun-12,100.5,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2012-Q3,Sep-12,100.5,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2012-Q4,Dec-12,102.7,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2013-Q1,Mar-13,103.4,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2013-Q2,Jun-13,106.1,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2013-Q3,Sep-13,108.2,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2013-Q4,Dec-13,111.7,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2014-Q1,Mar-14,113.7,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2014-Q2,Jun-14,115.5,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2014-Q3,Sep-14,116.1,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2014-Q4,Dec-14,118.3,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2015-Q1,Mar-15,119.3,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2015-Q2,Jun-15,124.2,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2015-Q3,Sep-15,126.2,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2015-Q4,Dec-15,126.2,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2016-Q1,Mar-16,125.2,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2016-Q2,Jun-16,126.9,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2016-Q3,Sep-16,128.4,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2016-Q4,Dec-16,131.3,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2017-Q1,Mar-17,133.5,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2017-Q2,Jun-17,136.1,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2017-Q3,Sep-17,135,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2017-Q4,Dec-17,135.8,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2018-Q1,Mar-18,134.9,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2018-Q2,Jun-18,133.9,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2018-Q3,Sep-18,132.6,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2018-Q4,Dec-18,130.1,,
1,Index Number,1,Attached dwellings,100,Weighted average of eight capital cities,Q,Quarterly,2019-Q1,Mar-19,126.2,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2009-Q1,Mar-09,84.4,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2009-Q2,Jun-09,87.7,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2009-Q3,Sep-09,92.9,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2009-Q4,Dec-09,99.3,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2010-Q1,Mar-10,102.9,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2010-Q2,Jun-10,105.2,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2010-Q3,Sep-10,103.6,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2010-Q4,Dec-10,104.2,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2011-Q1,Mar-11,104.6,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2011-Q2,Jun-11,103.8,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2011-Q3,Sep-11,101.2,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2011-Q4,Dec-11,99.5,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2012-Q1,Mar-12,100.4,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2012-Q2,Jun-12,98.9,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2012-Q3,Sep-12,99.4,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2012-Q4,Dec-12,101,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2013-Q1,Mar-13,101.3,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2013-Q2,Jun-13,102.8,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2013-Q3,Sep-13,105,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2013-Q4,Dec-13,108.1,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2014-Q1,Mar-14,108.5,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2014-Q2,Jun-14,108.9,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2014-Q3,Sep-14,109.3,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2014-Q4,Dec-14,110.6,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2015-Q1,Mar-15,109.7,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2015-Q2,Jun-15,112.4,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2015-Q3,Sep-15,114.2,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2015-Q4,Dec-15,115.5,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2016-Q1,Mar-16,114,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2016-Q2,Jun-16,115.5,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2016-Q3,Sep-16,115.9,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2016-Q4,Dec-16,119.2,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2017-Q1,Mar-17,118.4,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2017-Q2,Jun-17,121.6,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2017-Q3,Sep-17,121.1,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2017-Q4,Dec-17,124.2,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2018-Q1,Mar-18,123.6,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2018-Q2,Jun-18,123.3,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2018-Q3,Sep-18,121.9,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2018-Q4,Dec-18,121.7,,
1,Index Number,1,Attached dwellings,2GMEL,Greater Melbourne,Q,Quarterly,2019-Q1,Mar-19,116.6,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2009-Q1,Mar-09,-1.6,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2009-Q2,Jun-09,4.9,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2009-Q3,Sep-09,4.4,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2009-Q4,Dec-09,5.6,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2010-Q1,Mar-10,3.3,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2010-Q2,Jun-10,2.7,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2010-Q3,Sep-10,-0.3,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2010-Q4,Dec-10,-0.2,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2011-Q1,Mar-11,-0.3,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2011-Q2,Jun-11,0.2,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2011-Q3,Sep-11,-2,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2011-Q4,Dec-11,-1.2,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2012-Q1,Mar-12,0.8,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2012-Q2,Jun-12,1.5,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2012-Q3,Sep-12,-0.3,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2012-Q4,Dec-12,2.5,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2013-Q1,Mar-13,1.2,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2013-Q2,Jun-13,3.7,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2013-Q3,Sep-13,4.1,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2013-Q4,Dec-13,6.1,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2014-Q1,Mar-14,1.8,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2014-Q2,Jun-14,3.9,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2014-Q3,Sep-14,2.9,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2014-Q4,Dec-14,3.6,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2015-Q1,Mar-15,3.8,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2015-Q2,Jun-15,9.8,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2015-Q3,Sep-15,3.3,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2015-Q4,Dec-15,-2.1,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2016-Q1,Mar-16,-0.6,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2016-Q2,Jun-16,3.2,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2016-Q3,Sep-16,2.9,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2016-Q4,Dec-16,6.1,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2017-Q1,Mar-17,2.9,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2017-Q2,Jun-17,2.1,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2017-Q3,Sep-17,-1.3,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2017-Q4,Dec-17,-0.2,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2018-Q1,Mar-18,-1.4,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2018-Q2,Jun-18,-1.2,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2018-Q3,Sep-18,-2.1,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2018-Q4,Dec-18,-3.9,,
2,Percentage change from previous quarter,2,Established houses,1GSYD,Greater Sydney,Q,Quarterly,2019-Q1,Mar-19,-4.2,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2009-Q1,Mar-09,85.8,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2009-Q2,Jun-09,88.7,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2009-Q3,Sep-09,92.1,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2009-Q4,Dec-09,97.6,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2010-Q1,Mar-10,101.7,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2010-Q2,Jun-10,101.6,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2010-Q3,Sep-10,101.6,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2010-Q4,Dec-10,102.5,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2011-Q1,Mar-11,102.3,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2011-Q2,Jun-11,101.9,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2011-Q3,Sep-11,98.7,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2011-Q4,Dec-11,100.9,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2012-Q1,Mar-12,100.8,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2012-Q2,Jun-12,99.5,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2012-Q3,Sep-12,99.5,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2012-Q4,Dec-12,101.8,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2013-Q1,Mar-13,100.3,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2013-Q2,Jun-13,101,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2013-Q3,Sep-13,101.1,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2013-Q4,Dec-13,101.8,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2014-Q1,Mar-14,102.3,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2014-Q2,Jun-14,103.3,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2014-Q3,Sep-14,103.5,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2014-Q4,Dec-14,104.3,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2015-Q1,Mar-15,105.4,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2015-Q2,Jun-15,106.2,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2015-Q3,Sep-15,107.6,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2015-Q4,Dec-15,110.6,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2016-Q1,Mar-16,110.2,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2016-Q2,Jun-16,112.6,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2016-Q3,Sep-16,113.5,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2016-Q4,Dec-16,116.7,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2017-Q1,Mar-17,120,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2017-Q2,Jun-17,121.5,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2017-Q3,Sep-17,121.3,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2017-Q4,Dec-17,123.4,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2018-Q1,Mar-18,124.5,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2018-Q2,Jun-18,125.2,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2018-Q3,Sep-18,125.8,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2018-Q4,Dec-18,125.6,,
1,Index Number,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2019-Q1,Mar-19,124.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2009-Q1,Mar-09,-0.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2009-Q2,Jun-09,1.3,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2009-Q3,Sep-09,5.7,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2009-Q4,Dec-09,11,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2010-Q1,Mar-10,13.4,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2010-Q2,Jun-10,7.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2010-Q3,Sep-10,5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2010-Q4,Dec-10,2.3,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2011-Q1,Mar-11,0,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2011-Q2,Jun-11,-0.7,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2011-Q3,Sep-11,-2.8,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2011-Q4,Dec-11,-4.4,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2012-Q1,Mar-12,-6.1,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2012-Q2,Jun-12,-4.6,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2012-Q3,Sep-12,-2.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2012-Q4,Dec-12,-3.4,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2013-Q1,Mar-13,0.6,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2013-Q2,Jun-13,1.8,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2013-Q3,Sep-13,3,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2013-Q4,Dec-13,5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2014-Q1,Mar-14,3.7,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2014-Q2,Jun-14,4.1,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2014-Q3,Sep-14,3.4,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2014-Q4,Dec-14,1.8,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2015-Q1,Mar-15,1.9,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2015-Q2,Jun-15,1.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2015-Q3,Sep-15,1.7,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2015-Q4,Dec-15,3.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2016-Q1,Mar-16,4.2,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2016-Q2,Jun-16,4.9,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2016-Q3,Sep-16,6.8,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2016-Q4,Dec-16,8.8,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2017-Q1,Mar-17,11.3,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2017-Q2,Jun-17,12.4,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2017-Q3,Sep-17,13.8,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2017-Q4,Dec-17,13.1,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2018-Q1,Mar-18,14.1,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2018-Q2,Jun-18,15.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2018-Q3,Sep-18,13,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2018-Q4,Dec-18,9.6,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,6GHOB,Greater Hobart,Q,Quarterly,2019-Q1,Mar-19,4.6,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,4GADE,Greater Adelaide,Q,Quarterly,2009-Q1,Mar-09,-1.8,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,4GADE,Greater Adelaide,Q,Quarterly,2009-Q2,Jun-09,2.1,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,4GADE,Greater Adelaide,Q,Quarterly,2009-Q3,Sep-09,3.3,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,4GADE,Greater Adelaide,Q,Quarterly,2009-Q4,Dec-09,8,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,4GADE,Greater Adelaide,Q,Quarterly,2010-Q1,Mar-10,10.3,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,4GADE,Greater Adelaide,Q,Quarterly,2010-Q2,Jun-10,9.3,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,4GADE,Greater Adelaide,Q,Quarterly,2010-Q3,Sep-10,6.9,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,4GADE,Greater Adelaide,Q,Quarterly,2010-Q4,Dec-10,3.7,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,4GADE,Greater Adelaide,Q,Quarterly,2011-Q1,Mar-11,0.5,,
